Alias Name,Back First Bus Time,Back Last Bus Time,Build Period,Bus Time Desc,BusInfo.索引(已產生),Center Name,Coordinate System,Departure En,Departure Zh,Destination En,Destination Zh,Distance,Genus,Go First Bus Time,Go Last Bus Time,Headway Desc,Holiday Back First Bus Time,Holiday Back Last Bus Time,Holiday Bus Time Desc,Holiday Go First Bus Time,Holiday Go Last Bus Time,Holiday Headway Desc,Holiday Off Peak Headway,Holiday Peak Headway,Id,N Id,Name,Name En,Name Zh,Off Peak Headway,Path Attribute Ename,Path Attribute Id,Path Attribute N Id,Path Attribute Name,Peak Headway,Provider Id,Provider Name,Real Sequence,Road Map Url,Segment Buffer En,Segment Buffer Zh,Ticket Price Description En,Ticket Price Description Zh,Ttia Path Id,Update Time,文件索引(已產生),表名稱,每個 GetRoute+ 的記錄數
,0520,2300,4,,,台北市公車動態資訊中心,WGS84,Wanhua,萬華,Songren Rd.,松仁路,24,01;02,0520,2300,平日0630、1015班次為狗狗友善公車,0520,2300,,0520,2300,例假日0800、1100、1600班次為狗狗友善公車,1015,1015,10723,0100000100,台北市,1,1,1015,1,10723,0100000101,1,0710,700,欣欣客運,90,https://ebus.gov.taipei/MapOverview?nid=0100000100,,,1 segment,一段票,0001000,2023/06/04 16:14:36,,1,0
,0540,2300,3,,,台北市公車動態資訊中心,WGS84,Taipei University of Maritime Technology,台北海大,NTU Hospital,臺大醫院,24.6,01,0540,2300,,0540,2300,,0540,2300,,,,10262,0100000200,台北市,2,2,,2,102620,0100000201,2,,200,首都客運,23,https://ebus.gov.taipei/MapOverview?nid=0100000200,(Go)Shezi Elementary School 2－Liangzhou & Chongqing Roads、(Back)Liangzhou & Chongqing Roads－Zhoumei Bridge,(往)社子國小二→涼州重慶路口、(返)涼州重慶路口─洲美橋,2 segments,兩段票,0002000,2023/06/04 16:14:36,,2,0
,0530,2220,4,,,台北市公車動態資訊中心,WGS84,Zhonghe,中和,Xingtiangong,行天宮,28.5,01,0530,2220,,0540,2220,,0540,2220,,,,11861,0100000500,台北市,5,5,2030,5,11861,0100000501,5,1520,800,大都會客運,55,https://ebus.gov.taipei/MapOverview?nid=0100000500,ZhongShan Market-Nanmen,中山市場-南門,2 segments,兩段票,0005000,2023/06/04 16:14:36,,3,0
,0550,2300,4,,,台北市公車動態資訊中心,WGS84,Shezi Elementary School,社子國小,Wanhua,萬華,18.1,01;02,0550,2300,平日21:00後固定班次,0550,2300,,0550,2300,,,,10882,0100000900,台北市,9,9,1520,9,10882,0100000901,9,1215,800,大都會客運,57,https://ebus.gov.taipei/MapOverview?nid=0100000900,,,1 segment,一段票,0009000,2023/06/04 16:14:36,,4,0
,0600,2130,3,每日08:00~21:30繞駛三總內湖站,,台北市公車動態資訊中心,WGS84,Neihu,內湖,Taipei Main Sta.,臺北車站,36.5,01,0600,2130,平日08:00~21:30繞駛三總內湖站；平日0920、1300班次為狗狗友善公車,0600,2130,,0600,2130,假日08:00~21:30繞駛三總內湖站；例假日0900、1330、1620班次為狗狗友善公車,,,10841,0100000A00,台北市,0East,0東,,0-East,108410,0100000A01,0東經三總,,800,大都會客運,41,https://ebus.gov.taipei/MapOverview?nid=0100000A00,(Depart)Xinyi Li－Zhongxiao & (Return)Dunhua Roads、(Back)MRT Zhongxiao Dunhua－Xinyi Li,(往)新益里－忠孝敦化路口、(返)捷運忠孝敦化站－新益里,2 segments,兩段票,0000100,2023/06/04 16:14:36,,5,0
,0600,2250,3,,,台北市公車動態資訊中心,WGS84,Wanfang Community,萬芳社區,MRT Dongmen Sta.,捷運東門站,17.8,01;02,0600,2250,,0625,2250,,0625,2250,例假日固定班次,,,11811,0100000B00,台北市,0South,0南,2030,0-South,118110,0100000B01,0南,1520,800,大都會客運,56,https://ebus.gov.taipei/MapOverview?nid=0100000B00,,,1 segment,一段票,0000200,2023/06/04 16:14:36,,6,0
,0530,2230,3,,,台北市公車動態資訊中心,WGS84,Dongyuan,東園,Mingsheng Community,民生社區,24.8,01;02,0530,2230,平日0900、1500班次為狗狗友善公車,0530,2230,,0530,2230,例假日0730、1230、1630班次為狗狗友善公車,1520,1520,10864,0100001200,台北市,12,12,1520,12,108640,0100001201,12,1215,800,大都會客運,55,https://ebus.gov.taipei/MapOverview?nid=0100001200,,,1 segment,一段票,0012000,2023/06/04 16:14:36,,7,0
,0530,2300,3,,,台北市公車動態資訊中心,WGS84,Luzhou,蘆洲,Taipei Main Sta.,臺北車站,27.3,01;02,0530,2300,,0530,2300,,0530,2300,,1520,1520,10891,0100001400,台北市,14,14,1520,14,108910,0100001401,14,1215,800,大都會客運,74,https://ebus.gov.taipei/MapOverview?nid=0100001400,Yongan Li－Chongan. St. Entrance,永安里－重安街口,2 segments,兩段票,0014000,2023/06/04 16:14:36,,8,0
,0525,2300,4,,,台北市公車動態資訊中心,WGS84,Wanhua,萬華,MRT Linguang Sta.,捷運麟光站,23.1,01,0525,2300,2100後固定班次,0525,2300,,0525,2300,2100後固定班次,1520,1520,10726,0100001800,台北市,18,18,1520,18,10726,0100001801,18,1215,700,欣欣客運,71,https://ebus.gov.taipei/MapOverview?nid=0100001800,,,1 segment,一段票,0018000,2023/06/04 16:14:36,,9,0
,0530,2300,4,,,台北市公車動態資訊中心,WGS84,Yongchun High School,永春高中,Youth Park,青年公園,16.2,01;02,0530,2300,,0550,2300,,0550,2300,,1520,1520,10873,0100002000,台北市,20,20,1520,20,10873,0100002001,20,0812,800,大都會客運,127,https://ebus.gov.taipei/MapOverview?nid=0100002000,,,1 segment,一段票,0020000,2023/06/04 16:14:36,,10,0
,0650,1740,3,例假日停駛,,台北市公車動態資訊中心,WGS84,MRT Yuanshan Sta.,捷運圓山站,MRT Wende Sta.,捷運文德站,17.9,01;02,0650,1740,,,,,,,例假日停駛,,,10253,0100002100,台北市,21,21,,21(Straight),102530,0100002101,21,,200,首都客運,10,https://ebus.gov.taipei/MapOverview?nid=0100002100,,,1 segment,一段票,0021300,2023/06/04 16:14:36,,11,0
,0530,2300,4,,,台北市公車動態資訊中心,WGS84,Wuxing St.,吳興街,Hengyang Rd.,衡陽路,16.4,01;02,0530,2300,,0540,2300,,0540,2300,,1020,1020,10832,0100002200,台北市,22,22,1015,22,10832,0100002201,22,0408,800,大都會客運,64,https://ebus.gov.taipei/MapOverview?nid=0100002200,,,1 segment,一段票,0022000,2023/06/04 16:14:36,,12,0
,0550,2050,2,例假日停駛,,台北市公車動態資訊中心,WGS84,Shezi,社子,Xingtiangong,行天宮,22,01,0550,2050,,,,,,,例假日停駛,,,11203,0100002600,台北市,26,26,,26,112030,0100002601,26,,200,首都客運,7,https://ebus.gov.taipei/MapOverview?nid=0100002600,,,1 segment,一段票,0026000,2023/06/04 16:14:36,,13,0
,0545,1930,2,,,台北市公車動態資訊中心,WGS84,Dazhi,大直,Taipei City Hall,市政府,31.5,01,0545,1930,平日08:00至21:30繞駛「三總內湖站」,0730,1700,,0730,1700,假日08:00至21:30繞駛「三總內湖站」,,,15141,0100002800,台北市,28,28,,28,151410,0100002801,28經三總,,5100,指南客運,12,https://ebus.gov.taipei/MapOverview?nid=0100002800,,,1 segment,一段票,0028000,2023/06/04 16:14:36,,14,0
,0530,2130,3,,,台北市公車動態資訊中心,WGS84,Wuxing St.,吳興街,Nangang Garden Community,南港花園社區,13.6,01,0530,2130,,0530,2130,,0530,2130,,,,11066,0100003200,台北市,32,32,,32,110660,0100003201,32,,800,大都會客運,27,https://ebus.gov.taipei/MapOverview?nid=0100003200,,,1 segment,一段票,0032000,2023/06/04 16:14:36,,15,0
,0530,2210,3,,,台北市公車動態資訊中心,WGS84,Yongchun High School,永春高中,Dazhi Miramar,大直美麗華,25.9,01;02,0530,2210,,0600,2200,,0600,2200,,,,11821,0100003300,台北市,33,33,,33,118210,0100003301,33,1520,800,大都會客運,42,https://ebus.gov.taipei/MapOverview?nid=0100003300,,,1 segment,一段票,0033000,2023/06/04 16:14:36,,16,0
,0600,2100,4,,,台北市公車動態資訊中心,WGS84,Wuxing St.,吳興街,MRT NTU Hospital Sta.,捷運台大醫院站,15.2,01,0600,2100,,0700,2100,,0700,2100,,,,11091,0100003700,台北市,37,37,,37,11091,0100003701,37,,800,大都會客運,27,https://ebus.gov.taipei/MapOverview?nid=0100003700,,,1 segment,一段票,0037000,2023/06/04 16:14:36,,17,0
,0540,2100,3,,,台北市公車動態資訊中心,WGS84,Huannan Market,環南市場,Daan Public Housing,大安國宅,16,01,0540,2100,,0550,1900,,0550,1900,,,,10862,0100003800,台北市,38,38,,38,108620,0100003801,38,,800,大都會客運,40,https://ebus.gov.taipei/MapOverview?nid=0100003800,,,1 segment,一段票,0038000,2023/06/04 16:14:36,,18,0
,0600,2300,3,,,台北市公車動態資訊中心,WGS84,Baoxing St.,寶興街,MRT Longshan Temple Sta.,捷運龍山寺站,5.5,01,0600,2300,,0700,2000,,0700,2000,,,,10863,0100003820,台北市,38Shuttle,38區,,38(Shuttle),108630,0100003821,38區,,800,大都會客運,28,https://ebus.gov.taipei/MapOverview?nid=0100003820,,,1 segment,一段票,0038200,2023/06/04 16:14:36,,19,0
,0550,2300,3,蘆洲區復興路323巷(三重站-家樂福)路段隨招隨停,,台北市公車動態資訊中心,WGS84,Sanchong,三重,Taipei Main Sta.,臺北車站,19.6,01;02,0550,2300,平日22:00後固定班次,0600,2300,,0600,2300,假日22:00後固定班次,1015,1015,11243,0100003900,台北市,39,39,0510,39,112430,0100003901,39,0406,200,首都客運,218,https://ebus.gov.taipei/MapOverview?nid=0100003900,,,1 segment,一段票,0039000,2023/06/04 16:14:36,,20,0
,2330,0005,3,蘆洲區復興路323巷(三重站-家樂福)路段隨招隨停,,台北市公車動態資訊中心,WGS84,Sanchong,三重,Taipei Main Sta.,臺北車站,19.6,01;02;66,2330,0005,,2330,0005,,2330,0005,,,,15664,0100003940,台北市,39Night,39夜,,39(Night),155808,0100003941,39夜,,200,首都客運,2,https://ebus.gov.taipei/MapOverview?nid=0100003940,,,1 segment x 1.5,一段票乘以一點五倍,0039400,2023/06/04 16:14:36,,21,0
,0625,1730,2,,,台北市公車動態資訊中心,WGS84,Dazhi,大直,Beimen,北門,22.7,01,0625,1730,,1030,1430,,1030,1430,,,,15142,0100004200,台北市,42,42,,42,151420,0100004201,42,,5100,指南客運,9,https://ebus.gov.taipei/MapOverview?nid=0100004200,,,1 segment,一段票,0042000,2023/06/04 16:14:36,,22,0
,0600,1900,2,,,台北市公車動態資訊中心,WGS84,Dazhi,大直,MRT Yuanshan Sta.,捷運圓山站,15.8,01,0600,1900,,0630,1830,,0630,1830,,,,16559,0100004220,台北市,42Shuttle,42區,,42(Shuttle),157594,0100004221,42區,,5100,指南客運,10,https://ebus.gov.taipei/MapOverview?nid=0100004220,,,1 segment,一段票,0042200,2023/06/04 16:14:36,,23,0
,0500,2230,3,,,台北市公車動態資訊中心,WGS84,Songde Sta.,松德站,Taipei Circle,圓環,26.4,01,0500,2230,,0530,2230,,0530,2230,例假日固定班次,,,10872,0100004600,台北市,46,46,,46,108720,0100004601,46,1520,800,大都會客運,58,https://ebus.gov.taipei/MapOverview?nid=0100004600,,,1 segment,一段票,0046000,2023/06/04 16:14:36,,24,0
,0530,2200,3,,,台北市公車動態資訊中心,WGS84,Jianguo N. Rd.,建國北路,Dongyuan,東園,24.8,01;02,0530,2200,,0545,2200,,0545,2200,,,,11831,0100004900,台北市,49,49,,49,118310,0100004901,49,1515,800,大都會客運,53,https://ebus.gov.taipei/MapOverview?nid=0100004900,,,1 segment,一段票,0049000,2023/06/04 16:14:36,,25,0
,0530,2300,4,,,台北市公車動態資訊中心,WGS84,Jingming St. Entrance,景明街口,TCUH Zhongxin Branch(Tacheng),聯合醫院中興院區(塔城),30.8,01,0530,2300,,0530,2300,,0530,2300,,,,10792,0100005200,台北市,52,52,,52,10792,0100005201,52,,700,欣欣客運,35,https://ebus.gov.taipei/MapOverview?nid=0100005200,,,1 segment,一段票,0052000,2023/06/04 16:14:36,,26,0
,0600,2020,3,例假日停駛,,台北市公車動態資訊中心,WGS84,Longshanlin Community,瓏山林社區,Xisong High School,西松高中,22.1,01,0600,2020,,,,,,,例假日停駛,,,10767,0100005300,台北市,53,53,,53,107670,0100005301,53,,700,欣欣客運,9,https://ebus.gov.taipei/MapOverview?nid=0100005300,,,1 segment,一段票,0053000,2023/06/04 16:14:36,,27,0
,0520,2300,3,,,台北市公車動態資訊中心,WGS84,Neihu Jiouzhong Rd.,內湖舊宗路,Taipei Main Sta.,臺北車站,25,01;02,0520,2300,,0520,2300,,0520,2300,,1520,1520,10847,0100006300,台北市,63,63,1015,63,108470,0100006301,63,0710,800,大都會客運,117,https://ebus.gov.taipei/MapOverview?nid=0100006300,,,1 segment,一段票,0063000,2023/06/04 16:14:36,,28,0
,0610,2200,3,配合「北士科開發案前期填土整地工程」，68路公車改行駛福美路，並停靠福美路「三王宮」及「福美站」雙向站位。,,台北市公車動態資訊中心,WGS84,Zhoumei Li,洲美里,MRT Jiantan Sta.,捷運劍潭站,11.3,01,0610,2200,,0610,1830,配合「北士科開發案前期填土整地工程」，68路公車改行駛福美路，並停靠福美路「三王宮」及「福美站」雙向站位。,0610,1830,,,,11204,0100006800,台北市,68,68,,68,112040,0100006801,68,,200,首都客運,21,https://ebus.gov.taipei/MapOverview?nid=0100006800,,,1 segment,一段票,0068000,2023/06/04 16:14:36,,29,0
,0600,2200,4,,,台北市公車動態資訊中心,WGS84,MRT Linguang Sta.,捷運麟光站,Dazhi,大直,27.7,01;02,0600,2200,,0600,2200,,0600,2200,,,,15362,0100007200,台北市,72,72,,72,15362,0100007201,72,1215,5300,光華巴士,41,https://ebus.gov.taipei/MapOverview?nid=0100007200,,,1 segment,一段票,0072000,2023/06/04 16:14:36,,30,0
,0700,1730,3,,,台北市公車動態資訊中心,WGS84,Yangmingshan Bus Terminal,陽明山公車總站,Yangmingshan Bus Terminal,陽明山公車總站,23.1,01,0700,1730,,0700,1730,,0700,1730,,2030,2030,10822,0100010800,台北市,108,108,3040,108,108220,0100010801,108,3040,800,大都會客運,22,https://ebus.gov.taipei/MapOverview?nid=0100010800,,,1 segment,一段票,0108000,2023/06/04 16:14:36,,31,0
,0740,1540,3,,,台北市公車動態資訊中心,WGS84,Yangmingshan,陽明山,Erziping,二子坪,17.5,01,0740,1540,,0740,1540,,0740,1540,,1020,1020,16168,0100010820,台北市,108Shuttle,108區,,108Shuttle,155937,0100010821,108區,,800,大都會客運,6,https://ebus.gov.taipei/MapOverview?nid=0100010820,,,1 segment,一段票,0108200,2023/06/04 16:14:36,,32,0
, , ,3,,,台北市公車動態資訊中心,WGS84,Wanfang Community,萬芳社區,Yangmingshan,陽明山,54.5,01, , ,平常日停駛,0600,1520,,0600,1520,,,,11813,0100010900,台北市,109,109,,109,118130,0100010901,109,,800,大都會客運,12,https://ebus.gov.taipei/MapOverview?nid=0100010900,Jiantan-Mingchuan U.,劍潭-銘傳大學,2 segments,兩段票,0109000,2023/06/04 16:14:36,,33,0
, , ,3,平常日停駛,,台北市公車動態資訊中心,WGS84,Xinzhuang,新莊,Yangmingshan,陽明山,59,01, , ,平常日停駛,0540,1600,；頭班車0540(捷運迴龍站發車)；末班車1600(捷運迴龍站發車)/1800(陽明山發車),0540,1600,陽明山國家公園管理處發車時間：1500、1600、1700、1800,,,10472,0100011100,台北市,111,111,,111,104720,0100011101,111,,400,三重客運,50,https://ebus.gov.taipei/MapOverview?nid=0100011100,Ginling High School－Cailiao(Chongxin Rd.)、MRT Jiantan Sta.(Taipei Performing Arts Center)－Shilin Junior High School,金陵女中－菜寮(重新路)、捷運劍潭站(北藝中心)－士林國中,3 segments,三段票,0111000,2023/06/04 16:14:36,,34,0
, , ,4,平常日停駛,,台北市公車動態資訊中心,WGS84,MRT Shipai Sta.,捷運石牌站,Yangmingshan,陽明山,23.2,01, , ,平常日停駛,0530,1710,,0530,1710,,,,15724,0100012800,台北市,128,128,,128,155874,0100012801,128,,400,三重客運,56,https://ebus.gov.taipei/MapOverview?nid=0100012800,,,1 segment,一段票,0128000,2023/06/04 16:14:36,,35,0
, , ,4,平常日停駛,,台北市公車動態資訊中心,WGS84,MRT Beitou Sta.,捷運北投站,Zhuzihu,竹子湖,29.6,01, , ,平常日停駛,0650,1650,,0650,1650,,,,15726,0100012900,台北市,129,129,,129,155875,0100012901,129,,1100,大南汽車,17,https://ebus.gov.taipei/MapOverview?nid=0100012900,Fengwei-Yangmingshan National Park Headquarters,風尾-陽明山家公園管理處,2 segment,二段票,0129000,2023/06/04 16:14:36,,36,0
,0530,2200,4,,,台北市公車動態資訊中心,WGS84,Zhonghe,中和,MRT Sun Yat-sen Memorial Hall Sta.,捷運國父紀念館站,45.5,01;02,0530,2200,平日20:00後每30分一班次,0530,2200,,0530,2200,,3030,3030,15111,0100020200,台北市,202,202,1520,202,15111,0100020201,202,1215,5100,指南客運,82,https://ebus.gov.taipei/MapOverview?nid=0100020200,Hua Zhong Bridge-WanDa Elementary School,華中橋-萬大國小,2 segments,兩段票,0202000,2023/06/04 16:14:36,,37,0
,0600,2230,4,,,台北市公車動態資訊中心,WGS84,Xizhi Shehou,汐止社后,Tianmu,天母,46.9,01;02,0600,2230,,0600,2230,,0600,2230,,,,15314,0100020300,台北市,203,203,,203,15314,0100020301,203往天母,1215,5300,光華巴士,34,https://ebus.gov.taipei/MapOverview?nid=0100020300,YuCheng Elementary School-Raohe St. Night Market (Bade),玉成國小-饒河街觀光夜市(八德),2 segments,兩段票,02030A0,2023/06/04 16:14:36,,38,0
,0600,2230,4,,,台北市公車動態資訊中心,WGS84,Xizhi Shehou,汐止社后,Tianmu,天母,46.9,01;02,0600,2230,,0600,2230,,0600,2230,,,,15314,0100020300,台北市,203,203,,203,15314,0100020301,203往天母,1215,5500,中興巴士,34,https://ebus.gov.taipei/MapOverview?nid=0100020300,YuCheng Elementary School-Raohe St. Night Market (Bade),玉成國小-饒河街觀光夜市(八德),2 segments,兩段票,02030A0,2023/06/04 16:14:36,,39,0
,0600,2230,4,,,台北市公車動態資訊中心,WGS84,Xizhi Shehou,汐止社后,Tianmu,天母,46.9,01;02,0600,2230,,0600,2230,,0600,2230,,,,15314,0100020300,台北市,203,203,,203,157526,0100020302,203往北峰,1215,5300,光華巴士,34,https://ebus.gov.taipei/MapOverview?nid=0100020300,YuCheng Elementary School-Raohe St. Night Market (Bade),玉成國小-饒河街觀光夜市(八德),2 segments,兩段票,02030B0,2023/06/04 16:14:36,,40,0
,0600,2230,4,,,台北市公車動態資訊中心,WGS84,Xizhi Shehou,汐止社后,Tianmu,天母,46.9,01;02,0600,2230,,0600,2230,,0600,2230,,,,15314,0100020300,台北市,203,203,,203,157526,0100020302,203往北峰,1215,5500,中興巴士,34,https://ebus.gov.taipei/MapOverview?nid=0100020300,YuCheng Elementary School-Raohe St. Night Market (Bade),玉成國小-饒河街觀光夜市(八德),2 segments,兩段票,02030B0,2023/06/04 16:14:36,,41,0
,0530,2230,4,,,台北市公車動態資訊中心,WGS84,Dongyuan,東園,MacArthur New Village,麥帥新城,35.8,01;02,0530,2230,東園站2130後固定班次；末班車由內湖站折返時間：2340,0530,2230,,0530,2230,東園站2130後固定班次；末班車由內湖站折返時間：2340,1020,1020,11212,0100020400,台北市,204,204,0515,204,11212,0100020401,204,0406,200,首都客運,136,https://ebus.gov.taipei/MapOverview?nid=0100020400,,,1 segment,一段票,0204000,2023/06/04 16:14:36,,42,0
,0530,2230,4,,,台北市公車動態資訊中心,WGS84,Dongyuan,東園,MacArthur New Village,麥帥新城,35.8,01;02,0530,2230,東園站2130後固定班次；末班車由內湖站折返時間：2340,0530,2230,,0530,2230,東園站2130後固定班次；末班車由內湖站折返時間：2340,1020,1020,11212,0100020400,台北市,204,204,0515,204NH,157877,0100020402,204往內湖,0406,200,首都客運,136,https://ebus.gov.taipei/MapOverview?nid=0100020400,,,1 segment,一段票,02040A0,2023/06/04 16:14:36,,43,0
,0530,2210,3,,,台北市公車動態資訊中心,WGS84,China University of Science and Tec.,中華科技大學,Dongyuan,東園,37.8,01;02,0530,2210,平日20:00後20-30分,0530,2210,,0530,2210,,2030,2030,10181,0100020500,台北市,205,205,1520,205,101810,0100020501,205,1215,100,臺北客運,58,https://ebus.gov.taipei/MapOverview?nid=0100020500,Yucheng Elementary School－Raohe St. Tourist Market(Bade),玉成國小－饒河街觀光夜市(八德),2 segments,兩段票,0205000,2023/06/04 16:14:36,,44,0
,0545,2215,4,,,台北市公車動態資訊中心,WGS84,Tianmu,天母,Zhonghua Rd.,中華路,29.3,01;02,0545,2215,20:45後固定班次、周五夜間加開22:15班次,0545,2215,,0545,2215,,,,15372,0100020600,台北市,206,206,1520,206,15372,0100020601,206,1215,5300,光華巴士,40,https://ebus.gov.taipei/MapOverview?nid=0100020600,HaiGuang New Village-MRT Shilin(Zhongzheng),海光新村-捷運士林站(中正),2 segments,兩段票,0206000,2023/06/04 16:14:36,,45,0
,0530,2230,3,,,台北市公車動態資訊中心,WGS84,Neihu(Xinhu 2nd.Rd),內湖(新湖二路),MRT Nanxijiao Sta.,捷運南勢角站,29.7,01;02,0530,2230,平日0800、1600班次為狗狗友善公車,0530,2230,,0530,2230,例假日0730、1000、1530班次為狗狗友善公車,2030,2030,15572,0100020700,台北市,207,207,1530,207,155854,0100020701,207,1015,1000,東南客運,70,https://ebus.gov.taipei/MapOverview?nid=0100020700,(To)Sanxing Elementary School(Linjiang Sta.Night Market)-Gongguan(Back)MRT Gongguan-Sanxing Elementary School(Linjiang Sta.Night Market),(往)三興國小(臨江街觀光夜市)－公館(返)捷運公館站-三興國小(臨江街觀光夜市),2 segments,兩段票,0207000,2023/06/04 16:14:36,,46,0
,0530,2230,3,,,台北市公車動態資訊中心,WGS84,Neihu(Xinhu 2nd.Rd),內湖(新湖二路),MRT Nanxijiao Sta.,捷運南勢角站,29.7,01;02,0530,2230,平日0800、1600班次為狗狗友善公車,0530,2230,,0530,2230,例假日0730、1000、1530班次為狗狗友善公車,2030,2030,15572,0100020700,台北市,207,207,1530,207(Neihu),157761,0100020702,207往內湖,1015,1000,東南客運,70,https://ebus.gov.taipei/MapOverview?nid=0100020700,(To)Sanxing Elementary School(Linjiang Sta.Night Market)-Gongguan(Back)MRT Gongguan-Sanxing Elementary School(Linjiang Sta.Night Market),(往)三興國小(臨江街觀光夜市)－公館(返)捷運公館站-三興國小(臨江街觀光夜市),2 segments,兩段票,02070A0,2023/06/04 16:14:36,,47,0
,0500,2230,4,,,台北市公車動態資訊中心,WGS84,Zhonghe,中和,Dazhi,大直,46.3,01;02,0500,2230,平日上午05:30前、夜間20:00後每30分一班次,0600,2200,,0600,2200,,,,15112,0100020800,台北市,208,208,1520,208,15112,0100020801,208,0812,5100,指南客運,87,https://ebus.gov.taipei/MapOverview?nid=0100020800,MRT Kungkuan Station-MRT Guting Sta.(Roosevelt),捷運公館站-捷運古亭站(羅斯福),2 segments,兩段票,0208000,2023/06/04 16:14:36,,48,0
,0610,1710,4,例假日停駛,,台北市公車動態資訊中心,WGS84,Zhonghe,中和,MRT Gongguan Sta.,捷運公館站,17.8,01;02,0610,1710,,,,,,,例假日停駛,,,15113,0100020820,台北市,208Shuttle,208區,,208(Shuttle),15113,0100020821,208區,,5100,指南客運,4,https://ebus.gov.taipei/MapOverview?nid=0100020820,,,1 segment,一段票,0208200,2023/06/04 16:14:36,,49,0
,0710,0800,4,例假日停駛,,台北市公車動態資訊中心,WGS84,Dazhi,大直,Zhonghe,中和,19.1,01;02,0710,0800,, , ,, , ,例假日停駛,,,16157,0100020830,台北市,208Express,208直,,208s,155919,0100020831,208直,,5100,指南客運,5,https://ebus.gov.taipei/MapOverview?nid=0100020830,MRT Guting Sta.(Roosevelt)-MRT Kungkuan Station,捷運古亭站(羅斯福)-捷運公館站,2 segments,兩段票,0208300,2023/06/04 16:14:36,,50,0
,0610,1700,3,例假日停駛,,台北市公車動態資訊中心,WGS84,Erchong,二重,MRT Linguang Sta.,捷運麟光站,32,01,0610,1700,,,,,,,例假日停駛,,,11232,0100021100,台北市,211,211,,211,112320,0100021101,211,,200,首都客運,8,https://ebus.gov.taipei/MapOverview?nid=0100021100,(Go)MRT Minquan W. Rd.－MRT Shandao Temple、(Back)MRT Shandao Temple－MRT Minquan W. Rd.,(往)捷運民權西路站－捷運善導寺站、(返)捷運善導寺站－捷運民權西路站,2 segments,兩段票,0211000,2023/06/04 16:14:36,,51,0
,0520,2230,4,,,台北市公車動態資訊中心,WGS84,Jiuzhuang,舊莊,Youth Park,青年公園,34.4,01;02,0520,2230,平日20:30後固定班次,0520,2230,,0520,2230,假日20:30後固定班次,1520,1520,10911,0100021230,台北市,212Express,212直,1520,212(Straight),10911,0100021231,212直,1215,900,大有巴士,67,https://ebus.gov.taipei/MapOverview?nid=0100021230,MRT Kunyang-MRT Taipei City Hall,捷運昆陽站－捷運市政府站,2 segments,兩段票,0212300,2023/06/04 16:14:36,,52,0
,2300,0020,4,,,台北市公車動態資訊中心,WGS84,Jiuzhuang,舊莊,Youth Park,青年公園,36.3,01;66,2300,0020,,2300,0020,,2300,0020,,,,16132,0100021240,台北市,212Night,212夜,,212Night,157442,0100021241,212夜,,900,大有巴士,0,https://ebus.gov.taipei/MapOverview?nid=0100021240,MRT Taipei City Hall Sta.-MRT Kunyang,捷運市政府站-捷運昆陽站,1 segment x 1.5,一段票乘以一點五倍,0212400,2023/06/04 16:14:36,,53,0
,0450,2100,3,,,台北市公車動態資訊中心,WGS84,Zhonghe,中和,Neihu,內湖,49.8,01;02,0450,2100,平日19:00以後為固定班次,0520,2100,,0520,2100,,,,15561,0100021400,台北市,214,214,1520,214,155610,0100021401,214,1215,5500,中興巴士,64,https://ebus.gov.taipei/MapOverview?nid=0100021400,MRT Dongmen Sta.(Jinshan)-MRT Songjiang Nanjing Sta.,捷運東門站(金山)-捷運松江南京站,2 segments,兩段票,0214000,2023/06/04 16:14:36,,54,0
,0530,2200,4,,,台北市公車動態資訊中心,WGS84,Taipei University of Maritime Technology,台北海大,Taipei Main Sta.,臺北車站,22.2,01;02,0530,2200,,0530,2200,,0530,2200,,,,15322,0100021500,台北市,215,215,,215,15322,0100021501,215,1215,5300,光華巴士,31,https://ebus.gov.taipei/MapOverview?nid=0100021500,Depart: Shezi Elementary School 2- Liangzhou and Chongqing Intersection；Return: Liangzhou and Chongqing Intersection- Zhoumei Bridge,去程:社子國小二-涼州重慶路口；返程:涼州重慶路口-洲美橋,2 segments,兩段票,0215000,2023/06/04 16:14:36,,55,0
,0530,2230,4,,,台北市公車動態資訊中心,WGS84,Xinbeitou,新北投,Veterans General Hospital,榮總,23.5,01,0530,2230,,0530,2230,,0530,2230,,,,11141,0100021600,台北市,216,216,,216,11141,0100021621,216,,1100,大南汽車,30,https://ebus.gov.taipei/MapOverview?nid=0100021600,,,1 segment,一段票,0216200,2023/06/04 16:14:36,,56,0
,0800,2200,3,,,台北市公車動態資訊中心,WGS84,Xinbeitou,新北投,MRT Qiyan Sta.,捷運奇岩站,17.4,01,0800,2200,,0800,2200,,0800,2200,,2030,2030,11158,0100021820,台北市,218Shuttle,218區,2030,218(Shuttle),111580,0100021821,218區,2030,1100,大南汽車,100,https://ebus.gov.taipei/MapOverview?nid=0100021820,,,1 segment,一段票,0218200,2023/06/04 16:14:36,,57,0
