Alias Name,Back First Bus Time,Back Last Bus Time,Build Period,Bus Time Desc,BusInfo.索引(已產生),Center Name,Coordinate System,Departure En,Departure Zh,Destination En,Destination Zh,Distance,Genus,Go First Bus Time,Go Last Bus Time,Headway Desc,Holiday Back First Bus Time,Holiday Back Last Bus Time,Holiday Bus Time Desc,Holiday Go First Bus Time,Holiday Go Last Bus Time,Holiday Headway Desc,Holiday Off Peak Headway,Holiday Peak Headway,Id,N Id,Name,Name En,Name Zh,Off Peak Headway,Path Attribute Ename,Path Attribute Id,Path Attribute N Id,Path Attribute Name,Peak Headway,Provider Id,Provider Name,Real Sequence,Road Map Url,Segment Buffer En,Segment Buffer Zh,Ticket Price Description En,Ticket Price Description Zh,Ttia Path Id,Update Time,文件索引(已產生),表名稱,每個 GetRoute+ 的記錄數
,0600,1830,3,,,台北市公車動態資訊中心,WGS84,Beitou & Shilin Tech. Park,北士科,Hougang Li,後港里,14.7,53,0600,1830,平日07:00返程班次及17:20、18:30往程班次繞駛中鼎第二總部大樓,0600,1830,,0600,1830,,,,15573,0153000800,台北市,M8,市民小巴8,,M8,161199,0153000803,市民小巴8經士林監理站、中鼎大樓,,5300,光華巴士,10,https://ebus.gov.taipei/MapOverview?nid=0153000800,,,1 segment,一段票,23080B0,2023/06/04 16:14:36,,664,0
,0600,1830,3,,,台北市公車動態資訊中心,WGS84,Beitou & Shilin Tech. Park,北士科,Hougang Li,後港里,14.7,53,0600,1830,平日07:00返程班次及17:20、18:30往程班次繞駛中鼎第二總部大樓,0600,1830,,0600,1830,,,,15573,0153000800,台北市,M8,市民小巴8,,M8,161200,0153000804,市民小巴8不經士林監理站經中鼎大樓,,5300,光華巴士,10,https://ebus.gov.taipei/MapOverview?nid=0153000800,,,1 segment,一段票,23080C0,2023/06/04 16:14:36,,665,0
,0550,2030,4,,,台北市公車動態資訊中心,WGS84,Beitou Shilin Technology Park,北投士林科技園區,MRT Zhishan Sta.,捷運芝山站,5.2,11,0550,2030,平日07:30返程班次及18:30、19:30往程班次繞駛中鼎第二總部大樓,0640,1940,,0640,1940,,,,17929,0111006800,台北市,R68,紅68,,R68,161201,0111006802,紅68去程經中鼎大樓,,200,首都客運,19,https://ebus.gov.taipei/MapOverview?nid=0111006800,,,1 segment,一段票,11680A0,2023/06/04 16:14:36,,666,0
,0550,2030,4,,,台北市公車動態資訊中心,WGS84,Beitou Shilin Technology Park,北投士林科技園區,MRT Zhishan Sta.,捷運芝山站,5.2,11,0550,2030,平日07:30返程班次及18:30、19:30往程班次繞駛中鼎第二總部大樓,0640,1940,,0640,1940,,,,17929,0111006800,台北市,R68,紅68,,R68,161202,0111006803,紅68返程經中鼎大樓,,200,首都客運,19,https://ebus.gov.taipei/MapOverview?nid=0111006800,,,1 segment,一段票,11680B0,2023/06/04 16:14:36,,667,0
, , ,4,平常日停駛,,台北市公車動態資訊中心,WGS84,MRT Shipai Sta.,捷運石牌站,Yangmingshan,陽明山,23.2,01, , ,平常日停駛,0530,1710,,0530,1710,,,,15724,0100012800,台北市,128,128,,128,159502,0100012802,128(捷運石牌-陽管處),,400,三重客運,56,https://ebus.gov.taipei/MapOverview?nid=0100012800,,,1 segment,一段票,01280A0,2023/06/04 16:14:36,,668,0
,0535,0030,1,,,台北市公車動態資訊中心,WGS84,Wuxing St.,吳興街,MRT Taipei City Hall Sta.,捷運市政府站,17,12,0535,0030,平日2300起為吳興街站發；2300後固定班次,0545,0030,,0545,0030,,,,10831,0112000500,台北市,BL5,藍5,1320,B5(Taipei City Hall),159500,0112000503,藍5返程半,0610,800,大都會客運,65,https://ebus.gov.taipei/MapOverview?nid=0112000500,,,Fare :1X,一段票,12050B0,2023/06/04 16:14:36,,669,0
,0535,0030,1,,,台北市公車動態資訊中心,WGS84,Wuxing St.,吳興街,MRT Taipei City Hall Sta.,捷運市政府站,17,12,0535,0030,平日2300起為吳興街站發；2300後固定班次,0545,0030,,0545,0030,,,,10831,0112000500,台北市,BL5,藍5,1320,B5(Taipei City Hall),159501,0112000504,藍5去程不上山往MRT市府,0610,800,大都會客運,65,https://ebus.gov.taipei/MapOverview?nid=0112000500,,,Fare :1X,一段票,12050C0,2023/06/04 16:14:36,,670,0
,0630,1900,4,例假日停駛,,台北市公車動態資訊中心,WGS84,Xizhi,汐止,MRT Jiannan Rd. Sta.,捷運劍南路站(植福),35.6,01;65,0630,1900,, , ,, , ,例假日停駛,,,17709,0100095500,台北市,955,955,,955,159523,0100095502,955去程半,,5400,新北客運,16,https://ebus.gov.taipei/MapOverview?nid=0100095500,(GO):Tian liang Satellite TV-Huandong Blvd. Intersection;(Back):Huandong Blvd. Intersection-Fushin Hotel,(往)天良電視台-環東大道口、(返)環東大道口-富信飯店,,兩段票,09550A0,2023/06/04 16:14:36,,671,0
,0730,1850,4,例假日停駛,,台北市公車動態資訊中心,WGS84,National Taiwan Normal U.,師大,Academia Sinica,中研院,17.6,52,0730,1850,, , ,, , ,例假日停駛,,,17967,0162000700,台北市,CB7,通勤7,,CB7,159542,0162000701,通勤7去程半,,700,欣欣客運,7,https://ebus.gov.taipei/MapOverview?nid=0162000700,,,2 segments,二段票,42750A0,2023/06/04 16:14:36,,672,0
,0730,1850,4,例假日停駛,,台北市公車動態資訊中心,WGS84,National Taiwan Normal U.,師大,Academia Sinica,中研院,17.6,52,0730,1850,, , ,, , ,例假日停駛,,,17967,0162000700,台北市,CB7,通勤7,,CB7,159543,0162000702,通勤7返程半,,700,欣欣客運,7,https://ebus.gov.taipei/MapOverview?nid=0162000700,,,2 segments,二段票,42750B0,2023/06/04 16:14:36,,673,0
,0600,0000,1,,,台北市公車動態資訊中心,WGS84,National Chengchi University,政治大學,Songshan Rail Sta.,松山車站,18.5,14,0600,0000,,0600,2300,,0600,2300,,,,15730,0114001800,台北市,BR18,棕18,,Br18,159230,0114001802,棕18經松山車站,,700,欣欣客運,33,https://ebus.gov.taipei/MapOverview?nid=0114001800,,,1 segment,一段票,14180A0,2023/06/04 16:14:36,,674,0
,0600,0000,1,,,台北市公車動態資訊中心,WGS84,National Chengchi University,政治大學,Songshan Rail Sta.,松山車站,18.5,14,0600,0000,,0600,2300,,0600,2300,,,,15730,0114001800,台北市,BR18,棕18,,Br18,159230,0114001802,棕18經松山車站,,700,欣欣客運,33,https://ebus.gov.taipei/MapOverview?nid=0114001800,,,1 segment,一段票,14180A0,2023/06/04 16:14:36,,675,0
,0600,2300,2,例假日停駛,,台北市公車動態資訊中心,WGS84,Fude,富德,MRT Dongmen Sta.,捷運東門站,33.5,01,0600,2300,, , ,, , ,例假日停駛,,,10745,0100023700,台北市,237,237,,237經政大校區,159401,0100023702,237經政大校區,,700,欣欣客運,13,https://ebus.gov.taipei/MapOverview?nid=0100023700,MRT Wanfang Hospital Station－Fuxing S. Roads,捷運萬芳醫院站－復興南路口,2 segments,兩段票,02370A0,2023/06/04 16:14:36,,676,0
,0600,2300,2,例假日停駛,,台北市公車動態資訊中心,WGS84,Fude,富德,MRT Dongmen Sta.,捷運東門站,33.5,01,0600,2300,, , ,, , ,例假日停駛,,,10745,0100023700,台北市,237,237,,237經政大校區,159401,0100023702,237經政大校區,,700,欣欣客運,13,https://ebus.gov.taipei/MapOverview?nid=0100023700,MRT Wanfang Hospital Station－Fuxing S. Roads,捷運萬芳醫院站－復興南路口,2 segments,兩段票,02370A0,2023/06/04 16:14:36,,677,0
,0610,0805,4,行經高速公路，一律以兩段票計費;例假日停駛,,台北市公車動態資訊中心,WGS84,Wanhua,萬華,Chongyi High School,崇義高中,54.4,01;52;65,0610,0805,0710班次發車起點為臺大綜合體育館, , ,, , ,例假日停駛,,,17928,0100090790,台北市,907CB,907通勤,,907CB,159412,0100090791,907通勤0610,,700,欣欣客運,1,https://ebus.gov.taipei/MapOverview?nid=0100090790,,國道三甲交流道,2 segments,兩段票,0907900,2023/06/04 16:14:36,,678,0
,0600,2000,4,,,台北市公車動態資訊中心,WGS84,Tianmu,天母,Neihu Incinerator,內湖焚化廠,40.7,01,0600,2000,平日1000、1330班次為狗狗友善公車；平日1630班次發車至東湖端，折返時間訂定自1810發車,0700,2000,,0700,2000,例假日0900、1230、1430班次為狗狗友善公車,,,15391,0100027900,台北市,279,279,,279,159521,0100027904,279狗狗公車,,5300,光華巴士,16,https://ebus.gov.taipei/MapOverview?nid=0100027900,MinChuan University-MRT Xingtian Temple Sta. (Songjiang Rd.),銘傳大學-捷運行天宮站(松江路),2 segments,兩段票,02790D0,2023/06/04 16:14:36,,679,0
,0600,2000,4,,,台北市公車動態資訊中心,WGS84,Tianmu,天母,Neihu Incinerator,內湖焚化廠,40.7,01,0600,2000,平日1000、1330班次為狗狗友善公車；平日1630班次發車至東湖端，折返時間訂定自1810發車,0700,2000,,0700,2000,例假日0900、1230、1430班次為狗狗友善公車,,,15391,0100027900,台北市,279,279,,279,159521,0100027904,279狗狗公車,,5500,中興巴士,16,https://ebus.gov.taipei/MapOverview?nid=0100027900,MinChuan University-MRT Xingtian Temple Sta. (Songjiang Rd.),銘傳大學-捷運行天宮站(松江路),2 segments,兩段票,02790D0,2023/06/04 16:14:36,,680,0
,0520,2000,3,,,台北市公車動態資訊中心,WGS84,Donghu,東湖,Yangmingshan,陽明山,44.6,01;02,0520,2000,平日(東湖端1100、1400班次；陽管處1240、1530班次)為狗狗友善公車,0600,2000,,0600,2000,例假日(東湖端0700、1000、1400班次；陽管處0830、1130、1530班次)為狗狗友善公車,,,15359,0100068100,台北市,681,681,,681,159522,0100068104,681往東湖狗狗公車,,5300,光華巴士,15,https://ebus.gov.taipei/MapOverview?nid=0100068100,Miramar－Waishuangxi(Gugong),美麗華－外雙溪(故宮),2 segments,兩段票,06810D0,2023/06/04 16:14:36,,681,0
,0550,0000,1,,,台北市公車動態資訊中心,WGS84,Jingming St. Entrance,景明街口,Dongyuan,東園,18.8,12,0550,0000,,0550,0000,,0550,0000,,,,10721,0112002800,台北市,BL28,藍28,,B28,159425,0112002802,藍28經環南市場,,700,欣欣客運,10,https://ebus.gov.taipei/MapOverview?nid=0112002800,,,1 segment,一段票,12280A0,2023/06/04 16:14:36,,682,0
,0500,2325,4,三重客運發車:0500-2325；新莊站末班車23:25僅行駛至永春高中；永春高中末班車23:25僅行駛至新莊站,,台北市公車動態資訊中心,WGS84,Xinzhuang,新莊,Yongchun High School,永春高中,52.3,01,0500,2325,平日22:00後15~20分一班車,0500,2325,三重客運發車:0500-2325；新莊站末班車23:25僅行駛至永春高中；永春高中末班車23:25僅行駛至新莊站,0500,2325,,1020,1020,11411,0100029900,台北市,299,299,1015,299,159807,0100029903,299(大都會)返程半,0508,800,大都會客運,130,https://ebus.gov.taipei/MapOverview?nid=0100029900,Taipei Main Station(Zhongxiao)-Zhonghua Rd. Entrance,臺北車站(忠孝)-新北大道中華路口,2 segments,兩段票,02990B0,2023/06/04 16:14:36,,683,0
,0500,2325,4,三重客運發車:0500-2325；新莊站末班車23:25僅行駛至永春高中；永春高中末班車23:25僅行駛至新莊站,,台北市公車動態資訊中心,WGS84,Xinzhuang,新莊,Yongchun High School,永春高中,52.3,01,0500,2325,平日22:00後15~20分一班車,0500,2325,三重客運發車:0500-2325；新莊站末班車23:25僅行駛至永春高中；永春高中末班車23:25僅行駛至新莊站,0500,2325,,1020,1020,11411,0100029900,台北市,299,299,1015,299,159808,0100029904,299(三重)返程半,0508,400,三重客運,130,https://ebus.gov.taipei/MapOverview?nid=0100029900,Taipei Main Station(Zhongxiao)-Zhonghua Rd. Entrance,臺北車站(忠孝)-新北大道中華路口,2 segments,兩段票,02990C0,2023/06/04 16:14:36,,684,0
,0640,1820,4,例假日停駛,,台北市公車動態資訊中心,WGS84,Tucheng Drivers Center,土城駕訓中心,Nangang Software Park,南港軟體園區,40.6,56,0640,1820,,,,,,,例假日停駛,,,15698,0152003400,台北市,NS-Shuanghe,南軟通勤專車雙和線,,NK Shuanghe(back),159828,0152003404,南軟雙和(下午)(北客),,100,臺北客運,9,https://ebus.gov.taipei/MapOverview?nid=0152003400,,公館,2 segments,兩段票,22034D0,2023/06/04 16:14:36,,685,0
,0640,1820,4,例假日停駛,,台北市公車動態資訊中心,WGS84,Tucheng Drivers Center,土城駕訓中心,Nangang Software Park,南港軟體園區,40.6,56,0640,1820,,,,,,,例假日停駛,,,15698,0152003400,台北市,NS-Shuanghe,南軟通勤專車雙和線,,NK Shuanghe(back),159828,0152003404,南軟雙和(下午)(北客),,100,臺北客運,9,https://ebus.gov.taipei/MapOverview?nid=0152003400,,公館,2 segments,兩段票,22034D0,2023/06/04 16:14:36,,686,0
,0530,2355,1,,,台北市公車動態資訊中心,WGS84,Xizhi Shehou,汐止社后,MRT Kunyang Sta.,捷運昆陽站,21.7,02;12,0530,2355,平日2200後固定班次,0530,2355,,0530,2355,,1020,1020,10241,0112003600,台北市,BL36,藍36,0515,B36,159927,0112003602,藍36去程半,0406,200,首都客運,50,https://ebus.gov.taipei/MapOverview?nid=0112003600,,,1 segment,一段票,12360A0,2023/06/04 16:14:36,,687,0
,0530,2355,1,,,台北市公車動態資訊中心,WGS84,Xizhi Shehou,汐止社后,MRT Kunyang Sta.,捷運昆陽站,21.7,02;12,0530,2355,平日2200後固定班次,0530,2355,,0530,2355,,1020,1020,10241,0112003600,台北市,BL36,藍36,0515,B36,159928,0112003603,藍36返程半,0406,200,首都客運,50,https://ebus.gov.taipei/MapOverview?nid=0112003600,,,1 segment,一段票,12360B0,2023/06/04 16:14:36,,688,0
,0510,2200,3,,,台北市公車動態資訊中心,WGS84,Nangang Garden Community,南港花園社區,Taipei Main Sta.,臺北車站,18.95,01,0510,2200,平日19:00後固定班次,0510,2200,,0510,2200,,,,17869,0100008820,台北市,88Shuttle,88區,1520,88Shuttle,159297,0100008821,88區,1520,900,大有巴士,16,https://ebus.gov.taipei/MapOverview?nid=0100008820,,無,1 segment,一段票,0088200,2023/06/04 16:14:36,,689,0
和平幹線(公車雙向轉乘優惠),0520,2300,4,,,台北市公車動態資訊中心,WGS84,Wanfang Community,萬芳社區,Hengyang Rd.,衡陽路,24.8,02;61,0520,2300,平日2100以後15-20分一班,0520,2300,,0520,2300,,1520,1520,11812,0161000700,台北市,Heping Metro Bus,和平幹線,0510,Heping Metro Bus,155925,0161000702,和平幹線,0406,800,大都會客運,65,https://ebus.gov.taipei/MapOverview?nid=0161000700,,,1 segment,一段票,00150A0,2023/06/04 16:14:36,,690,0
復興幹線(公車雙向轉乘優惠),0550,2300,4,,,台北市公車動態資訊中心,WGS84,Jianguo N. Rd.,建國北路,Jingmei,景美,25.5,02;61,0550,2300,平日2100以後10-15分一班,0550,2300,,0550,2300,,1520,1520,11833,0161000800,台北市,Fuxing Metro Bus,復興幹線,0510,Fuxing Metro Bus,11833,0161000801,復興幹線,0406,800,大都會客運,76,https://ebus.gov.taipei/MapOverview?nid=0161000800,,,1 segment,一段票,0074000,2023/06/04 16:14:36,,691,0
承德幹線(公車雙向轉乘優惠),0500,2200,3,平日「松仁路」站頭班車為04:50、假日05:00,,台北市公車動態資訊中心,WGS84,Xinbeitou,新北投,MRT Taipei City Hall Sta.,捷運市政府站,49,02;61,0500,2200,19:00後15-20分一班次,0500,2200,,0500,2200,19:00後15-20分一班次,1520,1520,11152,0161000900,台北市,Chengde Metro Bus,承德幹線,0510,Chengde Metro Bus,111520,0161000901,承德幹線,0406,1100,大南汽車,100,https://ebus.gov.taipei/MapOverview?nid=0161000900,Jiantan Elementary School－Zhongzheng High School,劍潭國小－中正高中,2 segments,兩段票,0266000,2023/06/04 16:14:36,,692,0
承德幹線(公車雙向轉乘優惠),0500,2200,3,平日「松仁路」站頭班車為04:50、假日05:00,,台北市公車動態資訊中心,WGS84,Xinbeitou,新北投,MRT Taipei City Hall Sta.,捷運市政府站,49,02;61,0500,2200,19:00後15-20分一班次,0500,2200,,0500,2200,19:00後15-20分一班次,1520,1520,11152,0161000900,台北市,Chengde Metro Bus,承德幹線,0510,Chengde(beitou-Taipei City Hall),157863,0161000902,承德幹線(北投-市府),0406,1100,大南汽車,100,https://ebus.gov.taipei/MapOverview?nid=0161000900,Jiantan Elementary School－Zhongzheng High School,劍潭國小－中正高中,2 segments,兩段票,02660A0,2023/06/04 16:14:36,,693,0
承德幹線(公車雙向轉乘優惠),0500,2200,3,平日「松仁路」站頭班車為04:50、假日05:00,,台北市公車動態資訊中心,WGS84,Xinbeitou,新北投,MRT Taipei City Hall Sta.,捷運市政府站,49,02;61,0500,2200,19:00後15-20分一班次,0500,2200,,0500,2200,19:00後15-20分一班次,1520,1520,11152,0161000900,台北市,Chengde Metro Bus,承德幹線,0510,Chengde(Taipei City Hall-beitou),157864,0161000903,承德幹線(市府-北投),0406,1100,大南汽車,100,https://ebus.gov.taipei/MapOverview?nid=0161000900,Jiantan Elementary School－Zhongzheng High School,劍潭國小－中正高中,2 segments,兩段票,02660B0,2023/06/04 16:14:36,,694,0
重慶幹線(公車雙向轉乘優惠),0510,2230,4,,,台北市公車動態資訊中心,WGS84,Tianmu,天母,Dongyuan,東園,41.5,02;61,0510,2230,2000以後15-20分一班,0510,2230,,0510,2230,,1520,1520,11881,0161001000,台北市,Chongqing Metro Bus,重慶幹線,0510,Chongqing Metro Bus,11881,0161001001,重慶幹線,0406,800,大都會客運,79,https://ebus.gov.taipei/MapOverview?nid=0161001000,ShiLin Junior High School-ShiLin Small Claims Court,士林國中-士林簡易庭,2 segments,兩段票,0601000,2023/06/04 16:14:36,,695,0
忠孝幹線(公車雙向轉乘優惠),0530,2230,3,,,台北市公車動態資訊中心,WGS84,Luzhou,蘆洲,Songshan Rail Sta.,松山車站,35.2,02;61,0530,2230,2000後12~20分一班；2130後固定班次,0530,2230,,0530,2230,2130後固定班次,1520,1520,10417,0161001100,台北市,Zhongxiao Metro Bus,忠孝幹線,0510,Zhongxiao Metro Bus,104170,0161001101,忠孝幹線,0406,400,三重客運,130,https://ebus.gov.taipei/MapOverview?nid=0161001100,MRT St. Ignatius High School Sta.－Chongan. St. Entrance,捷運徐匯中學站-重安街口,2 segments,兩段票,0232100,2023/06/04 16:14:36,,696,0
信義幹線(公車雙向轉乘優惠),0530,2230,3,,,台北市公車動態資訊中心,WGS84,MRT Kunyang Sta.,捷運昆陽站,Taipei Main Sta.,臺北車站,40,02;61,0530,2230,2130後固定班次,0540,2230,,0540,2230,2130後固定班次,1020,1020,15708,0161001200,台北市,Xinyi Metro Bus,信義幹線,0510,Xinyi Metro Bus,102330,0161001201,信義幹線,0406,200,首都客運,99,https://ebus.gov.taipei/MapOverview?nid=0161001200,,,1 segment,一段票,4105000,2023/06/04 16:14:36,,697,0
南京幹線(公車雙向轉乘優惠),0530,2330,1,,,台北市公車動態資訊中心,WGS84,Nangang Vocational High School,南港高工,Taipei Circle,圓環,27.6,02;61,0530,2330,平日2100以後固定班次,0550,2330,,0550,2330,假日2100以後固定班次,1020,1020,10251,0161001400,台北市,Nanjing Metro Bus,南京幹線,0510,Nanjing Metro Bus,10251,0161001401,南京幹線,0406,200,首都客運,80,https://ebus.gov.taipei/MapOverview?nid=0161001400,,,1 segment,一段票,1409000,2023/06/04 16:14:36,,698,0
基隆路幹線(公車雙向轉乘優惠),0530,2230,4,,,台北市公車動態資訊中心,WGS84,Daqijiao,大崎腳,MRT Taipei City Hall Sta.,捷運市政府站,29.7,02;61,0530,2230,,0530,2230,,0530,2230,,1010,1010,10334,0161001500,台北市,Keelung Rd. Metro Bus,基隆路幹線,0510,Keelung Rd. Metro Bus,10334,0161001501,基隆路幹線,0406,300,新店客運,157,https://ebus.gov.taipei/MapOverview?nid=0161001500,HuJiang High School-Gongguan,滬江中學-公館,2 segments,兩段票,0650000,2023/06/04 16:14:36,,699,0
羅斯福路幹線(公車雙向轉乘優惠),0530,0030,4,,,台北市公車動態資訊中心,WGS84,MRT Taipei Zoo Sta.,捷運動物園站,Taipei Main Sta.,臺北車站,32.3,02;61,0530,0030,,0530,0030,,0530,0030,,1015,1015,10711,0161001600,台北市,Roosevelt Rd. Metro Bus,羅斯福路幹線,0510,Roosevelt Rd. Metro Bus,10711,0161001601,羅斯福路幹線,0406,700,欣欣客運,232,https://ebus.gov.taipei/MapOverview?nid=0161001600,Xianguang Apartment-Taipower Building,憲光公寓-台電大樓,2 segments,兩段票,0236000,2023/06/04 16:14:36,,700,0
羅斯福路幹線(公車雙向轉乘優惠),0530,0030,4,,,台北市公車動態資訊中心,WGS84,MRT Taipei Zoo Sta.,捷運動物園站,Taipei Main Sta.,臺北車站,32.3,02;61,0530,0030,,0530,0030,,0530,0030,,1015,1015,10711,0161001600,台北市,Roosevelt Rd. Metro Bus,羅斯福路幹線,0510,Roosevelt Rd. Metro Bus,10711,0161001601,羅斯福路幹線,0406,700,欣欣客運,232,https://ebus.gov.taipei/MapOverview?nid=0161001600,Xianguang Apartment-Taipower Building,憲光公寓-台電大樓,2 segments,兩段票,0236000,2023/06/04 16:14:36,,701,0
,0620,2020,3,,,台北市公車動態資訊中心,WGS84,Tianmu,天母,Beitou,北投,23.2,01,0620,2020,,0620,1820,,0620,1820,,,,15735,0100060200,台北市,602,602,,602,159458,0100060204,602中興北投發半趟,,5500,中興巴士,24,https://ebus.gov.taipei/MapOverview?nid=0100060200,Qiyan 1st. Stop－Fude Temple(Shipai),奇岩一站－福德廟(石牌),2 segments,兩段票,06020C0,2023/06/04 16:14:36,,702,0
,0620,2020,3,,,台北市公車動態資訊中心,WGS84,Tianmu,天母,Beitou,北投,23.2,01,0620,2020,,0620,1820,,0620,1820,,,,15735,0100060200,台北市,602,602,,602,159459,0100060205,602大南天母發半趟,,1100,大南汽車,24,https://ebus.gov.taipei/MapOverview?nid=0100060200,Qiyan 1st. Stop－Fude Temple(Shipai),奇岩一站－福德廟(石牌),2 segments,兩段票,06020D0,2023/06/04 16:14:36,,703,0
,0620,2020,3,,,台北市公車動態資訊中心,WGS84,Tianmu,天母,Beitou,北投,23.2,01,0620,2020,,0620,1820,,0620,1820,,,,15735,0100060200,台北市,602,602,,602,159459,0100060205,602大南天母發半趟,,1100,大南汽車,24,https://ebus.gov.taipei/MapOverview?nid=0100060200,Qiyan 1st. Stop－Fude Temple(Shipai),奇岩一站－福德廟(石牌),2 segments,兩段票,06020D0,2023/06/04 16:14:36,,704,0
,0600,2130,3,每日08:00~21:30繞駛三總內湖站,,台北市公車動態資訊中心,WGS84,Neihu,內湖,Taipei Main Sta.,臺北車站,36.5,01,0600,2130,平日08:00~21:30繞駛三總內湖站；平日0920、1300班次為狗狗友善公車,0600,2130,,0600,2130,假日08:00~21:30繞駛三總內湖站；例假日0900、1330、1620班次為狗狗友善公車,,,10841,0100000A00,台北市,0East,0東,,0-East,159514,0100000A03,0東經三總狗狗公車,,800,大都會客運,41,https://ebus.gov.taipei/MapOverview?nid=0100000A00,(Depart)Xinyi Li－Zhongxiao & (Return)Dunhua Roads、(Back)MRT Zhongxiao Dunhua－Xinyi Li,(往)新益里－忠孝敦化路口、(返)捷運忠孝敦化站－新益里,2 segments,兩段票,00001B0,2023/06/04 16:14:36,,705,0
,0530,2200,4,,,台北市公車動態資訊中心,WGS84,Banqiao,板橋,Taipei Main Sta.,臺北車站,28,01;02,0530,2200,,0530,2200,,0530,2200,,,,16121,0100060400,台北市,604,604,,604,159515,0100060402,604狗狗公車(停駛),,100,臺北客運,42,https://ebus.gov.taipei/MapOverview?nid=0100060400,,,1 segments,一段票,06040A0,2023/06/04 16:14:36,,706,0
,0545,0000,1,,,台北市公車動態資訊中心,WGS84,Fude,富德,MRT Taipei City Hall Sta.,捷運市政府站,42.6,02;14,0545,0000,平日0600、1000班次為狗狗友善公車,0540,0000,,0540,0000,例假日0840、1120、1640班次為狗狗友善公車,,,10742,0114000600,台北市,BR6,棕6,,BR6,159516,0114000602,棕6狗狗公車,,700,欣欣客運,73,https://ebus.gov.taipei/MapOverview?nid=0114000600,,,1 segment,一段票,14060A0,2023/06/04 16:14:36,,707,0
,0545,0000,1,,,台北市公車動態資訊中心,WGS84,Fude,富德,MRT Taipei City Hall Sta.,捷運市政府站,42.6,02;14,0545,0000,平日0600、1000班次為狗狗友善公車,0540,0000,,0540,0000,例假日0840、1120、1640班次為狗狗友善公車,,,10742,0114000600,台北市,BR6,棕6,,BR6,159516,0114000602,棕6狗狗公車,,700,欣欣客運,73,https://ebus.gov.taipei/MapOverview?nid=0114000600,,,1 segment,一段票,14060A0,2023/06/04 16:14:36,,708,0
,0600,2000,4,,,台北市公車動態資訊中心,WGS84,Tianmu,天母,Neihu Incinerator,內湖焚化廠,40.7,01,0600,2000,平日1000、1330班次為狗狗友善公車；平日1630班次發車至東湖端，折返時間訂定自1810發車,0700,2000,,0700,2000,例假日0900、1230、1430班次為狗狗友善公車,,,15391,0100027900,台北市,279,279,,279,159517,0100027903,279路,,5300,光華巴士,16,https://ebus.gov.taipei/MapOverview?nid=0100027900,MinChuan University-MRT Xingtian Temple Sta. (Songjiang Rd.),銘傳大學-捷運行天宮站(松江路),2 segments,兩段票,02790C0,2023/06/04 16:14:36,,709,0
,0600,2000,4,,,台北市公車動態資訊中心,WGS84,Tianmu,天母,Neihu Incinerator,內湖焚化廠,40.7,01,0600,2000,平日1000、1330班次為狗狗友善公車；平日1630班次發車至東湖端，折返時間訂定自1810發車,0700,2000,,0700,2000,例假日0900、1230、1430班次為狗狗友善公車,,,15391,0100027900,台北市,279,279,,279,159517,0100027903,279路,,5500,中興巴士,16,https://ebus.gov.taipei/MapOverview?nid=0100027900,MinChuan University-MRT Xingtian Temple Sta. (Songjiang Rd.),銘傳大學-捷運行天宮站(松江路),2 segments,兩段票,02790C0,2023/06/04 16:14:36,,710,0
,0520,2000,3,,,台北市公車動態資訊中心,WGS84,Donghu,東湖,Yangmingshan,陽明山,44.6,01;02,0520,2000,平日(東湖端1100、1400班次；陽管處1240、1530班次)為狗狗友善公車,0600,2000,,0600,2000,例假日(東湖端0700、1000、1400班次；陽管處0830、1130、1530班次)為狗狗友善公車,,,15359,0100068100,台北市,681,681,,681,159518,0100068103,681往陽明山狗狗公車,,5300,光華巴士,15,https://ebus.gov.taipei/MapOverview?nid=0100068100,Miramar－Waishuangxi(Gugong),美麗華－外雙溪(故宮),2 segments,兩段票,06810C0,2023/06/04 16:14:36,,711,0
,0500,2230,4,,,台北市公車動態資訊中心,WGS84,Luzhou,蘆洲,Mingsheng Community,民生社區,26.2,01,0500,2230,2100後固定班次；平日1000、1400班次為狗狗友善公車,0500,2230,,0500,2230,2100後固定班次；例假日0730、1000、1400、1700班次為狗狗友善公車,1520,1520,10443,0100022500,台北市,225,225,1520,225,159519,0100022502,225狗狗公車,0710,400,三重客運,216,https://ebus.gov.taipei/MapOverview?nid=0100022500,MRT St. Ignatius High School Sta.-MRT Minquan W. Rd. Sta.,捷運徐匯中學站-捷運民權西路站,2 segments,兩段票,02250A0,2023/06/04 16:14:36,,712,0
,0540,2200,3,,,台北市公車動態資訊中心,WGS84,Sanchong,三重,Taipei City Hall,市政府,33.2,01,0540,2200,平日1020、1400班次為狗狗友善公車,0600,2200,,0600,2200,例假日0900、1200、1500班次為狗狗友善公車,,,10278,0100066900,台北市,669,669,,669,159520,0100066902,669狗狗公車,,200,首都客運,21,https://ebus.gov.taipei/MapOverview?nid=0100066900,Yanping and Changan Intersection－Breeze Center,延平長安路口－微風廣場,2 segments,兩段票,06690A0,2023/06/04 16:14:36,,713,0
,0600,2100,4,,,台北市公車動態資訊中心,WGS84,Tianmu,天母,MRT Zhishan Sta.,捷運芝山站,8.5,53,0600,2100,,0630,2100,,0630,2100,,,,17908,0153001600,台北市,M16,市民小巴16,,M16,159369,0153001601,市民小巴16,,5300,光華巴士,16,https://ebus.gov.taipei/MapOverview?nid=0153001600,,,1 segment,一段票,2316000,2023/06/04 16:14:36,,714,0
